"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
G0004,대전광역시,동구,특별시도,,동서대로,03,,대전광역시 동구 용전동 63-1,36.35225456,127.43629510,복합터미널 신동관,04,0,,,,,대전광역시,042-120,2022-12-15
G0005,대전광역시,동구,특별시도,,계족로,02,,대전광역시 동구 용전동 140-7,36.35002077,127.43261460,천주교성당 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0006,대전광역시,동구,특별시도,,은어송로,03,,대전광역시 동구 가오동 553,36.30724861,127.45685950,은어송네거리,04,0,,,,,대전광역시,042-120,2022-12-15
G0007,대전광역시,동구,특별시도,,계족로,03,,대전광역시 동구 용운동 432,36.32911540,127.45421440,덕림코아 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0008,대전광역시,동구,특별시도,,대전로,03,,대전광역시 동구 중동 75-3,36.33033141,127.43347500,역전시장 주변,04,0,,,,,대전광역시,042-120,2022-12-15
G0009,대전광역시,동구,구도,,대전천동로,03,,대전광역시 동구 중동 82-8,36.32907155,127.43065950,은행교 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0010,대전광역시,동구,특별시도,,대전로,03,,대전광역시 동구 원동 102-13,36.32696405,127.43528980,원동네거리 주변,04,0,,,,,대전광역시,042-120,2022-12-15
G0011,대전광역시,동구,특별시도,,선화로,03,,대전광역시 동구 삼성동 273-3,36.33443310,127.42825170,일성당 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0012,대전광역시,동구,특별시도,,용운로,03,,대전광역시 동구 용운동 305-10,36.32750939,127.46144170,하나은행 주변,04,0,,,,,대전광역시,042-120,2022-12-15
G0013,대전광역시,동구,특별시도,,은어송로,03,,대전광역시 동구 가오동 609,36.30618741,127.45536250,LG텔레콤 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0014,대전광역시,동구,구도,,중교로,03,,대전광역시 동구 원동 56-3,36.32870678,127.43284930,기업은행 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0015,대전광역시,동구,특별시도,,중앙로,03,,대전광역시 동구 중동 27-13,36.33019947,127.43063340,보성당 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0016,대전광역시,동구,구도,,대전천동로,03,,대전광역시 동구 원동 61-11,36.32761509,127.43187880,중앙동 공구상가 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0017,대전광역시,동구,특별시도,,동대전로,03,,대전광역시 동구 대동 179-3,36.32993350,127.44294750,대동오거리 주변,04,0,,,,,대전광역시,042-120,2022-12-15
G0018,대전광역시,동구,특별시도,,동대전로284번길,03,,대전광역시 동구 가양동 145-9,36.34940455,127.45101580,보건대사거리,04,0,,,,,대전광역시,042-120,2022-12-15
G0019,대전광역시,동구,특별시도,,동서대로,01,,대전광역시 동구 용전동 63-36,36.34950488,127.43708670,복합터미널 서관 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0020,대전광역시,동구,특별시도,,동서대로,01,,대전광역시 동구 용전동 68-7,36.35014804,127.43864060,버스하차장진입로,04,0,,,,,대전광역시,042-120,2022-12-15
G0021,대전광역시,동구,특별시도,,동서대로,03,,대전광역시 동구 용전동 63-27,36.35098950,127.43712150,복합터미널동관,04,0,,,,,대전광역시,042-120,2022-12-15
G0022,대전광역시,동구,특별시도,,옥천로,03,,대전광역시 동구 판암1동 346-3,36.31641768,127.46077260,판암동 주공2단지,04,0,,,,,대전광역시,042-120,2022-12-15
G0023,대전광역시,동구,특별시도,,중앙로,03,,대전광역시 동구 원동 38-1,36.32779100,127.43336150,중앙도매시장,04,0,,,,,대전광역시,042-120,2022-12-15
G0024,대전광역시,동구,특별시도,,대전로,03,,대전광역시 동구 삼성동 304-17,36.34149309,127.42522120,한밭자이 주변,04,0,,,,,대전광역시,042-120,2022-12-15
G0025,대전광역시,동구,구도,,태전로,03,,대전광역시 동구 중동 63-1,36.33130471,127.43125410,서울한의원,04,0,,,,,대전광역시,042-120,2022-12-15
G0027,대전광역시,동구,구도,,대전천동로,03,,대전광역시 동구 중동 31-11,36.33090341,127.42892120,건어물시장입구,04,0,,,,,대전광역시,042-120,2022-12-15
G0028,대전광역시,동구,특별시도,,동대전로,03,,대전광역시 동구 신흥동 150-3,36.32606546,127.44048800,신흥초등학교 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0029,대전광역시,동구,특별시도,,동부로,03,,대전광역시 동구 판암동 518-3,36.31941789,127.45635900,동구행복한어르신복지관,04,0,,,,,대전광역시,042-120,2022-12-15
G0030,대전광역시,동구,구도,,태전로,03,,대전광역시 동구 중동 21-26,36.33222182,127.43042790,인쇄거리 / 수협대전지점,04,0,,,,,대전광역시,042-120,2022-12-15
G0031,대전광역시,동구,특별시도,,동부로,03,,대전광역시 동구 판암동 839-1,36.31957326,127.45741170,삼정그린코아1단지 입구,04,0,,,,,대전광역시,042-120,2022-12-15
G0032,대전광역시,동구,특별시도,,새울로,03,,대전광역시 동구 판암동 292-5,36.31927535,127.46213800,판암동성당 주변,04,0,,,,,대전광역시,042-120,2022-12-15
G0033,대전광역시,동구,특별시도,,백룡로11번길,03,,대전광역시 동구 자양동 94-2,36.33772328,127.44979410,동광초등학교 정문,04,0,,,,,대전광역시,042-120,2022-12-15
G0034,대전광역시,동구,특별시도,,동서대로1778번길,03,,대전광역시 동구 가양동 33-12,36.35207810,127.45009660,동대전초등학교 후문,04,0,,,,,대전광역시,042-120,2022-12-15
G0035,대전광역시,동구,특별시도,,계족로489번길,03,,대전광역시 동구 용전동 40-20,36.35578000,127.42920730,용전초등학교 후문,04,0,,,,,대전광역시,042-120,2022-12-15
G0036,대전광역시,동구,특별시도,,천개동로,03,,대전광역시 동구 추동 449-1,36.37348883,127.47272000,동명초등학교 주변,04,0,,,,,대전광역시,042-120,2022-12-15
G0037,대전광역시,동구,특별시도,,현암로,03,,대전광역시 동구 삼성동 375-27,36.34263000,127.41910000,현암초등학교 네거리 주변,04,0,,,,,대전광역시,042-120,2022-12-15
G0038,대전광역시,동구,특별시도,,태전로,03,,대전광역시 동구 삼성동 322-2,36.34048991,127.42233000,동서초등학교 주변,04,0,,,,,대전광역시,042-120,2022-12-15
G0040,대전광역시,동구,특별시도,,대전로542번길,03,,대전광역시 동구 천동 209-2,36.31550000,127.44453000,천동초등학교 정문,04,30,,,,,대전광역시,042-120,2022-12-15
G0041,대전광역시,동구,특별시도,,동구청로,03,,대전광역시 동구 판암동 477-3,36.31617000,127.45680110,천사유치원 부근,04,40,,,,,대전광역시,042-120,2022-12-15
Z0001,대전광역시,대덕구,기타,,한남로,03,,대전광역시 대덕구 오정동 175-40,36.35109500,127.42370200,신학대삼거리,04,0,,,,2009,대전광역시,042-120,2022-12-15
Z0002,대전광역시,대덕구,기타,,오정로,02,,대전광역시 대덕구 오정동 74-1,36.35586800,127.40640500,오정수산시장 앞,04,0,,,,2009,대전광역시,042-120,2022-12-15
Z0003,대전광역시,대덕구,기타,,비래서로,03,,대전광역시 대덕구 비래동 103-1,36.35525600,127.44564600,한신휴플러스 앞,04,0,,,,2009,대전광역시,042-120,2022-12-15
Z0004,대전광역시,대덕구,기타,,대전로,03,,대전광역시 대덕구 오정동 489-2,36.34806100,127.41606400,한남오거리,04,0,,,,2009,대전광역시,042-120,2022-12-15
Z0005,대전광역시,대덕구,기타,,한밭대로,01,,대전광역시 대덕구 오정동 69-3,36.35765560,127.40816130,농협중앙회 앞,04,50,,,,2011,대전광역시,042-120,2022-12-15
Z0006,대전광역시,대덕구,기타,,한밭대로,02,,대전광역시 대덕구 오정동 73-3,36.35696900,127.40652500,미트갤러리 앞,04,0,,,,2016,대전광역시,042-120,2022-12-15
Z0007,대전광역시,대덕구,기타,,동춘당로,03,,대전광역시 대덕구 법동 191-1,36.36763500,127.43182400,보람코아 앞,04,0,,,,2011,대전광역시,042-120,2022-12-15
Z0008,대전광역시,대덕구,기타,,신탄진로,03,,대전광역시 대덕구 신탄진동 143-2,36.44972000,127.42913800,신탄진역 맞은편,04,0,,,,2010,대전광역시,042-120,2022-12-15
Z0009,대전광역시,대덕구,기타,,대덕대로,03,,대전광역시 대덕구 석봉동 202-5,36.45040100,127.42505900,신탄진재래시장 앞,04,0,,,,2011,대전광역시,042-120,2022-12-15
Z0010,대전광역시,대덕구,기타,,송촌북로,03,,대전광역시 대덕구 송촌동 464-2,36.36525900,127.43981600,주민센터사거리,04,0,,,,2015,대전광역시,042-120,2022-12-15
Z0011,대전광역시,대덕구,기타,,대덕대로,02,,대전광역시 대덕구 석봉동 501-2,36.45224600,127.42395200,새여울초등학교 주변,04,0,,,,2014,대전광역시,042-120,2022-12-15
Z0012,대전광역시,대덕구,기타,,신탄진로,03,,대전광역시 대덕구 신탄진동 120-1,36.45135400,127.42877200,신탄진주민센터,04,0,,,,2016,대전광역시,042-120,2022-12-15
Z0013,대전광역시,대덕구,기타,,한남로,03,,대전광역시 대덕구 오정동 222-5,36.35095100,127.42622300,한남로삼거리버스승강장,04,0,,,,2010,대전광역시,042-120,2022-12-15
Z0014,대전광역시,대덕구,기타,,비래동로,03,,대전광역시 대덕구 비래동 125-6,36.35412100,127.44910900,비래프라자,04,0,,,,2010,대전광역시,042-120,2022-12-15
Z0015,대전광역시,대덕구,기타,,계족산로,03,,대전광역시 대덕구 중리동 507-1,36.36164100,127.43251600,하나로병원 건너편,04,0,,,,2012,대전광역시,042-120,2022-12-15
Z0016,대전광역시,대덕구,기타,,신탄진북로,03,,대전광역시 대덕구 신탄진동 19-1,36.45118800,127.43511500,신탄진고 인근,04,0,,,,2012,대전광역시,042-120,2022-12-15
Z0018,대전광역시,대덕구,기타,,계족산로,03,,대전광역시 대덕구 송촌동 449-4,36.36611800,127.43750600,공영주차장 앞,04,0,,,,2012,대전광역시,042-120,2022-12-15
Z0019,대전광역시,대덕구,기타,,신탄진로,03,,대전광역시 대덕구 신탄진동 176-2,36.44730300,127.42956600,이엘치과 맞은편,04,0,,,,2013,대전광역시,042-120,2022-12-15
Z0020,대전광역시,대덕구,기타,,동서대로,03,,대전광역시 대덕구 송촌동 557-1,36.36083500,127.42617100,대전IC 앞,04,0,,,,2020,대전광역시,042-120,2022-12-15
Z0021,대전광역시,대덕구,기타,,덕암북로,03,,대전광역시 대덕구 석봉동 314-1,36.44689700,127.42195400,이문고 삼거리,04,0,,,,2013,대전광역시,042-120,2022-12-15
Z0022,대전광역시,대덕구,기타,,계족로,03,,대전광역시 대덕구 법동 284-1,36.37020400,127.42386600,주공 2.3단지,04,0,,,,2013,대전광역시,042-120,2022-12-15
Z0023,대전광역시,대덕구,기타,,동춘당로,03,,대전광역시 대덕구 송촌동 445-4,36.36690300,127.43863300,해피존,04,0,,,,2013,대전광역시,042-120,2022-12-15
Z0024,대전광역시,대덕구,기타,,중리남로,03,,대전광역시 대덕구 중리동 197-1,36.36077200,127.42732800,주민센터족,04,0,,,,2013,대전광역시,042-120,2022-12-15
Z0025,대전광역시,대덕구,기타,,중리남로,03,,대전광역시 대덕구 중리동 196-3,36.36104100,127.42901200,하나로쪽,04,0,,,,2013,대전광역시,042-120,2022-12-15
Z0026,대전광역시,대덕구,기타,,한밭대로,02,,대전광역시 대덕구 오정동 91-31,36.35669400,127.41164200,화정초등학교 정문,04,0,,,,2013,대전광역시,042-120,2022-12-15
Z0027,대전광역시,대덕구,기타,,대덕대로,03,,대전광역시 대덕구 석봉동 770,36.44887500,127.41912500,금강엑슬루타워 정문,04,0,,,,2014,대전광역시,042-120,2022-12-15
Z0029,대전광역시,대덕구,기타,,동서대로,02,,대전광역시 대덕구 비래동 111,36.35902100,127.44721400,비래동 대전IC,04,0,,,,2020,대전광역시,042-120,2022-12-15
Z0030,대전광역시,대덕구,기타,,대전로,02,,대전광역시 대덕구 오정동 55-6,36.36005400,127.41429100,양지어린이집,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0031,대전광역시,대덕구,기타,,중리로,03,,대전광역시 대덕구 중리동 371-5,36.36492200,127.42749400,중원초등학교 정문,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0032,대전광역시,대덕구,기타,,신상로,03,,대전광역시 대덕구 비래동 47,36.35464100,127.45583200,혜원유치원,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0033,대전광역시,대덕구,기타,,선비마을로,03,,대전광역시 대덕구 송촌동 496-1,36.36479000,127.44518500,송촌초등학교,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0034,대전광역시,대덕구,기타,,문평동로,03,,대전광역시 대덕구 문평동 79-2,36.44634200,127.40476700,문평어린이집,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0035,대전광역시,대덕구,기타,,계족로,03,,대전광역시 대덕구 법동 191-3,36.36989800,127.43308400,법동초등학교,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0036,대전광역시,대덕구,기타,,덕암로,03,,대전광역시 대덕구 덕암동 110-1,36.43238900,127.41975100,새일초등학교,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0037,대전광역시,대덕구,기타,,대덕대로,01,,대전광역시 대덕구 목상동 870,36.44587500,127.41287500,목상초등학교 정문,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0038,대전광역시,대덕구,기타,,옛신탄진로,03,,대전광역시 대덕구 오정동 9-63,36.36016000,127.41733200,양지어린이집,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0039,대전광역시,대덕구,기타,,대화로,03,,대전광역시 대덕구 대화동 244-5,36.36378100,127.41058300,대화초등학교,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0040,대전광역시,대덕구,기타,,우암동로,03,,대전광역시 대덕구 비래동 115-36,36.35999100,127.45238900,푸른어린이집,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0041,대전광역시,대덕구,기타,,신탄진남로,01,,대전광역시 대덕구 신탄진동 163-2,36.44711800,127.43561100,석봉초등학교 정문,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0042,대전광역시,대덕구,기타,,한남로,02,,대전광역시 대덕구 오정동 316,36.34809200,127.41263700,동도초등학교 정문,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0043,대전광역시,대덕구,기타,,우암로,03,,대전광역시 대덕구 비래동 245-1,36.36107900,127.45129400,비래초등학교,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0044,대전광역시,대덕구,기타,,중리북로,03,,대전광역시 대덕구 법동 284-4,36.36814800,127.42766900,중리초등학교,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0045,대전광역시,대덕구,기타,,동춘당로,03,,대전광역시 대덕구 송촌동 556-1,36.36088000,127.44627500,피피쿠스어린이집,04,30,,,,2021,대전광역시,042-120,2022-12-15
Z0046,대전광역시,대덕구,기타,,대청로,03,,대전광역시 대덕구 신탄진동 100-1,36.45246630,127.43329220,동일스위트 입구,04,0,,,,2022,대전광역시,042-120,2022-12-15
F0000,대전광역시,서구,시도,,둔산로,02,,대전광역시 서구 둔산동 2161,36.35121840,127.39551930,문정네거리,99,30,,,,,대전광역시,042-120,2022-12-15
